address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude
569 CONEY ISLAND AVENUE,Brooklyn,BK,3118157,5141,27,2013-05-17,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35010714Z,,-73.96964443,40.64343669
57 WATERBURY STREET,Brooklyn,BK,3350278,3046,35,2012-10-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93726121,40.70915221
570 AMSTERDAM AVENUE,Manhattan,MN,1033213,1235,34,2012-06-02,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34955410X,060112PAERDG01,-73.97454607,40.78887884
574 9 AVENUE,Manhattan,MN,1024930,1032,63,2015-02-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99258594,40.75803774
5757 BROADWAY,Bronx,BX,2083690,5760,150,2015-03-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90197327,40.88347374
5757 BROADWAY,Bronx,BX,2083690,5760,150,2013-03-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34995193P,,-73.90197327,40.88347374
5757 BROADWAY,Bronx,BX,2083690,5760,150,2014-02-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90197327,40.88347374
578 ALBANY AVENUE,Brooklyn,BK,3107063,4804,38,2014-10-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94009636,40.6604877
578 ALBANY AVENUE,Brooklyn,BK,3107063,4804,38,2014-07-13,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35095959M,071214PANELA02,-73.94009636,40.6604877
578 ALBANY AVENUE,Brooklyn,BK,3107063,4804,38,2016-03-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94009636,40.6604877
58 CLINTON STREET,Manhattan,MN,1004111,344,141,2013-05-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98456341,40.71951592
58 EAST 34 STREET,Manhattan,MN,1017086,863,51,2014-09-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98221079,40.74714463
58 NORTH 3 STREET,Brooklyn,BK,3256316,2357,7502,2016-09-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96355095,40.71746344
58 NORTH 3 STREET,Brooklyn,BK,3256316,2357,7502,2016-04-30,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96355095,40.71746344
58-05 31 AVENUE,Queens,QN,4024500,1113,88,2016-10-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90355251,40.75758455
5817 4 AVENUE,Brooklyn,BK,3015974,855,3,2015-03-23,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35127138Z,032115CNEAC01,-74.01733143,40.64145822
5817 4 AVENUE,Brooklyn,BK,3015974,855,3,2015-03-23,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35127138Z,032115CNEAC02,-74.01733143,40.64145822
5817 4 AVENUE,Brooklyn,BK,3015974,855,3,2015-03-23,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35127137R,032115CNEAC02,-74.01733143,40.64145822
5817 4 AVENUE,Brooklyn,BK,3015974,855,3,2015-03-23,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35127137R,032115CNEAC01,-74.01733143,40.64145822
5817 4 AVENUE,Brooklyn,BK,3015974,855,3,2013-03-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.01733143,40.64145822
5819 4 AVENUE,Brooklyn,BK,3015973,855,2,2015-03-21,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35117716M,032115CNELC01,-74.01738823,40.6414039
5820 BROADWAY,Bronx,BX,2094716,3271,189,2012-07-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90024683,40.88512576
585 ALBANY AVENUE,Brooklyn,BK,3107088,4805,1,2014-07-13,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35095960J,071314CNELA01,-73.93941709,40.66030166
586 WEST 207 STREET,Manhattan,MN,1082053,2235,28,2016-10-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92107766,40.86693118
59 CANAL STREET,Manhattan,MN,1079645,299,34,2013-05-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99201803,40.71512436
59 WEST 21 STREET,Manhattan,MN,1015518,823,1,2016-06-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99336482,40.74158762
590 GRAND CONCOURSE,Bronx,BX,2002445,2443,29,2017-01-29,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196764P,012917CNEWB02,-73.92638442,40.81952964
590 GRAND CONCOURSE,Bronx,BX,2002445,2443,29,2017-01-29,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196763N,012917CNEWB03,-73.92638442,40.81952964
590 GRAND CONCOURSE,Bronx,BX,2002445,2443,29,2017-01-29,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196763N,012917CNEWB02,-73.92638442,40.81952964
590 GRAND CONCOURSE,Bronx,BX,2002445,2443,29,2017-01-29,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196764P,012917CNEWB03,-73.92638442,40.81952964
590 GRANDCONCOURSE,Bronx,BX,2002445,2443,29,2012-06-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92638442,40.81952964
591 FLATBUSH AVENUE,Brooklyn,BK,3115047,5034,4,2014-10-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96025193,40.65907166
5913 FOSTER AVENUE,Brooklyn,BK,3222216,7932,325,2016-09-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92009118,40.64019313
5913 FOSTER AVENUE,Brooklyn,BK,3222216,7932,325,2012-06-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92009118,40.64019313
592 8 AVENUE,Manhattan,MN,1014492,788,89,2016-01-30,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99105708,40.75504176
592 JOHNSON AVENUE,Brooklyn,BK,3070630,2995,16,2013-12-31,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081105L,,-73.92464911,40.70862262
593 3 AVENUE,Brooklyn,BK,3024055,1051,5,2017-05-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99444854,40.66699498
594 UNION AVENUE,Brooklyn,BK,3067872,2721,1,2012-08-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985307P,080412CNEWB01,-73.95199972,40.71822825
597 CONEY ISLAND AVENUE,Brooklyn,BK,3118228,5141,231,2013-05-17,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35006430P,,-73.96946999,40.64275973
597 CONEY ISLAND AVENUE,Brooklyn,BK,3118228,5141,231,2014-01-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96946999,40.64275973
597 CONEY ISLAND AVENUE,Brooklyn,BK,3118228,5141,231,2013-07-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96946999,40.64275973
597 MANHATTAN AVENUE,Brooklyn,BK,3066714,2679,20,2013-09-15,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35025367P,,-73.95066949,40.72302381
597 MANHATTAN AVENUE,Brooklyn,BK,3066714,2679,20,2013-09-15,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35022495X,,-73.95066949,40.72302381
598 GRAND CONCOURSE,Bronx,BX,2002448,2443,42,2015-01-09,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35117242J,011015CNETV01,-73.92626673,40.81971117
598 GRANDCONCOURSE,Bronx,BX,2002448,2443,42,2013-08-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92626673,40.81971117
6 ST MARKS PLACE,Manhattan,MN,1006662,463,12,2013-03-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98955392,40.72911218
6 WEST 25 STREET,Manhattan,MN,1015604,826,46,2014-01-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98978934,40.74301218
6 WEST 25 STREET,Manhattan,MN,1015604,826,46,2013-09-07,MARCH: NO PA PERMIT/ECB NOV ISSUED,35025589K,090713PANEMR01,-73.98978934,40.74301218
60 SOUTH 2 STREET,Brooklyn,BK,3418340,2415,32,2013-02-23,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000139M,,-73.96578156,40.71375378
60 SOUTH 2 STREET,Brooklyn,BK,3418340,2415,32,2013-02-23,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000138K,,-73.96578156,40.71375378
60 ST NICHOLAS AVENUE,Manhattan,MN,1055008,1823,18,2017-05-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95215476,40.80080109
60 ST NICHOLAS AVENUE,Manhattan,MN,1055008,1823,18,2017-05-14,PLEASE SEE COMPLAINT NUMBER,,,-73.95215476,40.80080109
600 VAN NEST AVENUE,Bronx,BX,2093040,4027,1,2013-01-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8677239,40.84239071
601 8 AVENUE,Manhattan,MN,1013686,763,34,2015-02-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99135744,40.75565243
601 8 AVENUE,Manhattan,MN,1013686,763,34,2012-09-08,MARCH: NO PA PERMIT/ECB NOV ISSUED,34924642N,090712PAERDM01,-73.99135744,40.75565243
601 8 AVENUE,Manhattan,MN,1013686,763,34,2012-09-08,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34995327L,090712CNEJM01,-73.99135744,40.75565243
601 EAST 189 STREET,Bronx,BX,2012256,3078,1,2012-10-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8857104,40.85736861
603 SENECA AVENUE,Queens,QN,4082130,3439,12,2015-10-16,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35160638J,101715CNEJM04,-73.90955202,40.70417824
605 WEST 48 STREET,Manhattan,MN,1027129,1096,26,2013-04-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99599992,40.76506408
605 WEST 48 STREET,Manhattan,MN,1027129,1096,26,2013-12-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99599992,40.76506408
608 9 AVENUE,Manhattan,MN,1024959,1034,3,2014-09-05,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35103146M,,-73.9917327,40.75922581
61 LENOX AVENUE,Manhattan,MN,1055014,1823,7502,2016-04-08,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180305J,040816CNEJM03,-73.95139098,40.80038579
617 GRAND AVENUE,Brooklyn,BK,3028603,1155,7,2014-03-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96252138,40.67673336
618 WEST 46 STREET,Manhattan,MN,1027104,1093,42,2014-05-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9975814,40.76359521
618 WEST 46 STREET,Manhattan,MN,1027104,1093,42,2012-10-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9975814,40.76359521
618 WEST 46 STREET,Manhattan,MN,1027104,1093,42,2013-04-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9975814,40.76359521
62-10 39 AVENUE,Queens,QN,4028392,1232,71,2013-03-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90128781,40.74658169
62-10 WOODHAVEN BOULEVARD,Queens,QN,4068650,2974,137,2013-09-21,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35030503R,,-73.87082933,40.72649269
620 EAST 186 STREET,Bronx,BX,2092254,3074,8,2012-10-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88742259,40.85420353
6205 30 AVENUE,Queens,QN,4022505,1016,125,2013-11-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90095321,40.76011526
621 CRESCENT AVENUE,Bronx,BX,2012150,3074,4,2014-04-25,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35091283N,,-73.88762622,40.85397603
621 CRESCENT AVENUE,Bronx,BX,2012150,3074,4,2014-04-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88762622,40.85397603
621 CRESCENT AVENUE,Bronx,BX,2012150,3074,4,2014-04-25,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35091284P,,-73.88762622,40.85397603
621 MELROSE AVENUE,Bronx,BX,2100714,2398,22,2013-04-12,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35014778X,,-73.91727918,40.8181061
63-14 ROOSEVELT AVENUE,Queens,QN,4030062,1295,20,2017-04-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90044776,40.74569585
630 MIDLAND AVENUE,Staten Island,SI,5055032,3875,26,2012-08-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.09136972,40.57086487
630 MIDLAND AVENUE,Staten Island,SI,5055032,3875,26,2014-08-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.09136972,40.57086487
6323 AMBOY ROAD,Staten Island,SI,5087041,7533,153,2015-09-11,PLEASE SEE COMPLAINT NUMBER,,,-74.21642125,40.52324459
6323 AMBOY ROAD,Staten Island,SI,5087041,7533,153,2015-08-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.21642125,40.52324459
635 BAY STREET,Staten Island,SI,5013220,494,9,2016-02-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.07531438,40.62652161
64 EAST 1 STREET,Manhattan,MN,1006102,443,45,2013-05-23,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35022503R,,-73.98895819,40.72379123
64 EAST 183 STREET,Bronx,BX,2013992,3182,31,2016-01-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90226451,40.8580601
64 EAST 183 STREET,Bronx,BX,2013992,3182,31,2012-09-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90226451,40.8580601
64 EAST 183 STREET,Bronx,BX,2013992,3182,31,2016-07-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90226451,40.8580601
64 FROST STREET,Brooklyn,BK,3068152,2737,11,2012-08-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985308R,080512CNEWB02,-73.94927692,40.71747363
640 PROSPECT AVENUE,Bronx,BX,2005121,2686,1,2012-09-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90301276,40.81544811
642 10 AVENUE,Manhattan,MN,1026438,1055,4,2014-11-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99360695,40.76169966
643 BAY STREET,Staten Island,SI,5013218,494,6,2013-10-25,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35064929J,102613CERLP03,-74.07515731,40.62634804
643 BAY STREET,Staten Island,SI,5013218,494,6,2014-10-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.07515731,40.62634804
643 BAY STREET,Staten Island,SI,5013218,494,6,2013-10-25,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35011312K,102613CERLP03,-74.07515731,40.62634804
643 BAY STREET,Staten Island,SI,5013218,494,6,2014-01-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.07515731,40.62634804
643 BAY STREET,Staten Island,SI,5013218,494,6,2014-06-15,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35095838X,061514CERFC04,-74.07515731,40.62634804
65 SHERMAN AVENUE,Manhattan,MN,1064159,2174,32,2015-07-18,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35127060H,071815CNETZ03,-73.92658961,40.86305632
65-12 ROOSEVELT AVENUE,Queens,QN,4030208,1298,33,2012-06-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89849655,40.74585868
657 LENOX AVENUE,Manhattan,MN,1060119,2011,36,2012-07-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93763456,40.81918307
658 DAWSON STREET,Bronx,BX,2005132,2686,17,2013-10-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90271143,40.8162186
658 DAWSON STREET,Bronx,BX,2005132,2686,17,2014-01-24,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90271143,40.8162186
658 DAWSON STREET,Bronx,BX,2005132,2686,17,2014-06-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90271143,40.8162186
659 GRAND STREET,Brooklyn,BK,3069390,2781,31,2014-03-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94605558,40.71168693
66 RIVINGTON STREET,Manhattan,MN,1005516,416,32,2012-08-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98994226,40.72073612
666 SENECA AVENUE,Queens,QN,4082476,3452,34,2015-04-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9087702,40.70318414
671 8 AVENUE,Manhattan,MN,1083728,1033,36,2016-01-30,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98978727,40.75787034
671 PROSPECT AVENUE,Brooklyn,BK,3837240,1275,26,2014-07-25,ADMINISTRATIVE CLOSURE NN,,,-73.95206687,40.66877528
671 PROSPECT AVENUE,Bronx,BX,2004940,2675,26,2015-01-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90359681,40.81567261
671 PROSPECT AVENUE,Bronx,BX,2004940,2675,26,2014-07-25,ADMINISTRATIVE CLOSURE NN,,,-73.90359681,40.81567261
671 PROSPECT AVENUE,Bronx,BX,2004940,2675,26,2013-04-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90359681,40.81567261
673 FLATBUSH AVENUE,Brooklyn,BK,3115646,5045,5,2013-01-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95983776,40.65682956
673 FLATBUSH AVENUE,Brooklyn,BK,3115646,5045,5,2013-05-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95983776,40.65682956
673 HUNT POINT AVENUE,Bronx,BX,2006752,2766,515,2014-01-24,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081338M,,-73.88505843,40.81345821
673 HUNTS POINT AVENUE,Bronx,BX,2006752,2766,515,2013-10-12,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35030577J,,-73.88505843,40.81345821
673 HUNTS POINT AVENUE,Bronx,BX,2006752,2766,515,2012-09-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88505843,40.81345821
673 HUNTS POINT AVENUE,Bronx,BX,2006752,2766,515,2013-10-12,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35030555Z,,-73.88505843,40.81345821
675 HUDSON STREET,Manhattan,MN,1011691,629,1,2016-12-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00547918,40.74037428
675 SENECA AVENUE,Queens,QN,4082542,3455,10,2014-04-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90814412,40.70334529
675 SENECA AVENUE,Queens,QN,4082542,3455,10,2015-10-16,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35160637H,101715CNEJM03,-73.90814412,40.70334529
676 FRANKLIN AVENUE,Brooklyn,BK,3028676,1156,57,2015-06-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95653099,40.67540938
678 WOODWARD AVENUE,Queens,QN,4082941,3468,39,2015-10-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90632181,40.70501332
679 ALLERTON AVENUE,Bronx,BX,2053535,4508,5,2014-08-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86807134,40.86568093
679 ALLERTON AVENUE,Bronx,BX,2053535,4508,5,2013-08-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86807134,40.86568093
68 CANAL STREET,Staten Island,SI,5108830,524,24,2014-06-15,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35095839M,06152014CERFC05,-74.0758293,40.62647666
68 CANAL STREET,Staten Island,SI,5108830,524,24,2014-10-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.0758293,40.62647666
68 CANAL STREET,Staten Island,SI,5108830,524,24,2015-05-31,MARCH: NO PA PERMIT/ECB NOV ISSUED,35126748L,053115PANEAC03,-74.0758293,40.62647666
681 SENECA AVENUE,Queens,QN,4443081,3455,6,2014-04-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90796237,40.703237
681 SENECA AVENUE,Queens,QN,4443081,3455,6,2015-04-26,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35117489L,042615CNETV02,-73.90796237,40.703237
682 5 AVENUE,Brooklyn,BK,3009268,640,39,2013-03-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99335243,40.66180539
683 GRAND STREET,Brooklyn,BK,3069427,2782,40,2013-09-14,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35030049X,091413CNEDG03,-73.94521303,40.71176509
683 GRAND STREET,Brooklyn,BK,3069427,2782,40,2013-02-24,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000140J,,-73.94521303,40.71176509
69-38 GRAND AVENUE,Queens,QN,4062601,2792,6,2013-09-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89405799,40.72641825
69-38 GRAND AVENUE,Queens,QN,4062601,2792,6,2014-09-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89405799,40.72641825
69-56 GRAND AVENUE,Queens,QN,4308051,2796,2,2014-09-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89352652,40.72670434
691 ALLERTON AVENUE,Bronx,BX,2053534,4508,1,2016-08-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86770551,40.86568812
691 ALLERTON AVENUE,Bronx,BX,2053534,4508,1,2016-01-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86770551,40.86568812
691 BAY STREET,Staten Island,SI,5013228,496,54,2014-06-14,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35095837Y,061414CERFC01,-74.07451833,40.62515345
70-04 ROOSEVELT AVENUE,Queens,QN,4030387,1302,25,2014-07-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89518092,40.74623742
701 9 AVENUE,Manhattan,MN,1026601,1058,29,2012-10-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99009525,40.76246514
703 FAILE STREET,Bronx,BX,2006535,2763,162,2015-11-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88683515,40.81472151
706 FAILE STREET,Bronx,BX,2006547,2763,185,2016-07-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88636843,40.81476693
706 FAILE STREET,Bronx,BX,2006547,2763,185,2017-01-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88636843,40.81476693
706 FAILE STREET,Bronx,BX,2006547,2763,185,2015-04-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88636843,40.81476693
706 FAILE STREET,Bronx,BX,2006547,2763,185,2017-01-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88636843,40.81476693
710 EAST 138 STREET,Bronx,BX,2003792,2566,18,2013-04-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91314175,40.80476364
713 NOSTRAND AVENUE,Brooklyn,BK,3031589,1241,79,2013-05-10,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35006333H,,-73.9500285,40.67274696
713 NOSTRAND AVENUE,Brooklyn,BK,3031589,1241,79,2013-05-10,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35006331J,,-73.9500285,40.67274696
715 61 STREET,Brooklyn,BK,3143615,5785,65,2014-02-08,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081021Y,02082014PANEJM04,-74.0116478,40.63609079
715 61 STREET,Brooklyn,BK,3143615,5785,65,2017-05-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.0116478,40.63609079
715 61 STREET,Brooklyn,BK,3143615,5785,65,2015-09-26,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35161191R,"092615CNERWS06,05",-74.0116478,40.63609079
715 61 STREET,Brooklyn,BK,3143615,5785,65,2015-09-26,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35161192Z,"092615CNERWS06,05",-74.0116478,40.63609079
718 EAST 187 STREET,Bronx,BX,2012871,3103,33,2012-10-15,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34925553X,,-73.88396447,40.85382469
7210 NEW UTRECHT AVENUE,Brooklyn,BK,3158364,6191,39,2014-06-21,MARCH: NO PA PERMIT/ECB NOV ISSUED,35091048N,"062114CNEMC01,04",-73.99967862,40.61800511
7210 NEW UTRECHT AVENUE,Brooklyn,BK,3158364,6191,39,2016-10-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99967862,40.61800511
7210 NEW UTRECHT AVENUE,Brooklyn,BK,3158364,6191,39,2014-06-21,MARCH: NO PA PERMIT/ECB NOV ISSUED,35091047L,"062114CNEMC01,04",-73.99967862,40.61800511
7212 NORTHERN BOULEVARD,Queens,QN,4028602,1245,6,2014-01-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89394738,40.75431639
7217 8 AVENUE,Brooklyn,BK,3147561,5912,2,2014-03-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.01684977,40.62813084
7217 8 AVENUE,Brooklyn,BK,3147561,5912,2,2012-09-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.01684977,40.62813084
7217 8 AVENUE,Brooklyn,BK,3147561,5912,2,2013-04-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.01684977,40.62813084
722 KINGS HIGHWAY,Brooklyn,BK,3177523,6664,59,2013-02-02,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35000260Y,,-73.96489495,40.60611988
722 KINGS HIGHWAY,Brooklyn,BK,3177523,6664,59,2013-02-04,ADMINISTRATIVE CLOSURE NN,,,-73.96489495,40.60611988
722 KINGS HIGHWAY,Brooklyn,BK,3177523,6664,59,2013-02-02,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34995124L,,-73.96489495,40.60611988
7221 3 AVENUE,Brooklyn,BK,3147325,5908,1,2016-10-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.02688906,40.63286531
7221 3 AVENUE,Brooklyn,BK,3147325,5908,1,2012-09-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.02688906,40.63286531
724 NOSTRAND AVENUE,Brooklyn,BK,3031213,1233,148,2014-10-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9506579,40.67391147
724 NOSTRAND AVENUE,Brooklyn,BK,3031213,1233,148,2015-01-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9506579,40.67391147
725 ASTOR AVENUE,Bronx,BX,2050046,4347,7,2013-01-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86648827,40.86038163
726 ASTOR AVENUE,Bronx,BX,2050013,4344,30,2013-08-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86620096,40.85934224
730 ASTOR AVENUE,Bronx,BX,2050013,4344,30,2013-01-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86620096,40.85934224
