Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
42777334,05/25/2019 11:48:34 PM,05/26/2019 02:16:03 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/26/2019 07:48:34 AM,The Police Department responded to the complaint and took action to fix the condition.,05/26/2019 02:16:03 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42782444,05/26/2019 10:29:48 PM,08/29/2019 08:25:40 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11238,772 DEAN STREET,DEAN STREET,,,,,LATLONG,BROOKLYN,,,Closed,06/25/2019 10:29:48 PM,The Department of Health and Mental Hygiene will review your Service Request to determine appropriate action. Complaints of this type usually result in an inspection or official notification sent to the property owner. Please call 311 in 30 days from the date of your complaint for status.,05/27/2019 02:39:25 AM,08 BROOKLYN,3011390014,BROOKLYN,994092,186734,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6792157,-73.9645164,"(40.6792157, -73.9645164)"
42794268,05/28/2019 08:23:44 PM,10/03/2019 04:06:48 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11238,772 DEAN STREET,DEAN STREET,,,,,LATLONG,BROOKLYN,,,Closed,06/27/2019 08:23:44 PM,The Department of Health and Mental Hygiene will review your Service Request to determine appropriate action. Complaints of this type usually result in an inspection or official notification sent to the property owner. Please call 311 in 30 days from the date of your complaint for status.,05/29/2019 12:27:09 AM,08 BROOKLYN,3011390014,BROOKLYN,994092,186734,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6792157,-73.9645164,"(40.6792157, -73.9645164)"
42827074,06/01/2019 12:39:52 AM,06/01/2019 02:23:23 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/01/2019 08:39:52 AM,The Police Department responded to the complaint and took action to fix the condition.,06/01/2019 02:23:23 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42835994,06/02/2019 12:42:23 AM,06/02/2019 01:58:02 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/02/2019 08:42:23 AM,The Police Department responded to the complaint and took action to fix the condition.,06/02/2019 01:58:02 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42902513,06/08/2019 01:09:16 AM,06/08/2019 03:46:24 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/08/2019 09:09:16 AM,The Police Department responded to the complaint and took action to fix the condition.,06/08/2019 03:46:24 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42907063,06/08/2019 11:36:06 PM,06/09/2019 07:52:23 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,Closed,06/09/2019 07:36:06 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/09/2019 11:52:23 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42911145,06/09/2019 02:11:58 AM,06/09/2019 07:57:32 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,Closed,06/09/2019 10:11:58 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/09/2019 11:57:32 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42911181,06/09/2019 12:43:19 AM,06/09/2019 07:54:26 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,Closed,06/09/2019 08:43:19 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/09/2019 11:54:26 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42966864,06/14/2019 06:58:47 PM,06/14/2019 08:35:30 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,Closed,06/15/2019 02:58:47 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,06/15/2019 12:35:30 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43041883,06/22/2019 01:37:38 AM,06/22/2019 06:24:32 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,Closed,06/22/2019 09:37:38 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/22/2019 10:24:32 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43051382,06/22/2019 01:11:47 AM,06/22/2019 06:25:33 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,Closed,06/22/2019 09:11:47 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/22/2019 10:25:33 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43055455,06/23/2019 12:47:32 AM,06/23/2019 06:47:03 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,Closed,06/23/2019 08:47:32 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/23/2019 10:47:03 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43161481,06/29/2019 11:59:49 PM,06/30/2019 05:53:31 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/30/2019 09:53:39 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43173945,06/30/2019 12:47:13 PM,08/29/2019 10:23:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,DEAN STREET,,Closed,,,07/19/2019 04:18:35 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43244631,07/10/2019 09:27:19 PM,10/03/2019 04:15:28 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,DEAN STREET,,Closed,,,07/10/2019 09:28:59 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43274645,07/14/2019 12:46:52 AM,07/14/2019 06:28:24 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/14/2019 10:28:52 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43279154,07/14/2019 02:06:52 AM,07/14/2019 03:52:10 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/14/2019 08:06:54 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43313943,07/18/2019 11:11:10 PM,07/19/2019 06:43:08 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/19/2019 10:43:40 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43321786,07/20/2019 12:01:42 AM,07/20/2019 08:16:44 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/20/2019 12:17:36 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43327826,07/19/2019 11:23:32 PM,07/20/2019 07:58:40 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/20/2019 11:58:43 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43393976,07/27/2019 11:37:49 PM,07/28/2019 10:50:29 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/28/2019 02:50:34 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43398076,07/27/2019 07:27:55 PM,07/28/2019 03:10:16 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/28/2019 07:10:21 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43455768,08/03/2019 11:31:06 PM,08/04/2019 06:24:05 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/04/2019 10:24:06 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43505367,08/10/2019 12:51:09 AM,08/10/2019 04:53:50 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/10/2019 08:53:56 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43509141,08/10/2019 12:53:21 AM,08/10/2019 04:53:28 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/10/2019 08:53:29 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43567718,08/17/2019 01:25:02 AM,08/17/2019 05:06:23 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/17/2019 09:06:25 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43619250,08/24/2019 12:17:15 AM,08/24/2019 03:11:47 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/24/2019 07:11:52 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43623122,08/24/2019 12:21:06 AM,08/24/2019 03:12:30 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/24/2019 07:12:31 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43627249,08/24/2019 04:50:24 PM,08/25/2019 02:29:51 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/25/2019 06:29:53 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43627898,08/24/2019 04:19:55 PM,08/25/2019 02:39:51 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/25/2019 06:39:54 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43627911,08/25/2019 01:21:42 AM,08/25/2019 05:53:51 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/25/2019 09:53:57 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43630001,08/24/2019 06:06:15 PM,08/25/2019 02:39:33 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/25/2019 06:39:34 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43693397,08/31/2019 02:02:38 AM,08/31/2019 03:22:39 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,08/31/2019 07:22:52 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43748971,09/08/2019 01:54:27 AM,09/08/2019 02:35:28 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/08/2019 06:35:38 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43779560,09/13/2019 12:34:51 AM,09/13/2019 02:38:49 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/13/2019 06:38:56 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43786857,09/15/2019 12:11:25 AM,09/15/2019 06:11:14 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/15/2019 10:11:23 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43787596,09/14/2019 11:39:41 PM,09/15/2019 06:10:56 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/15/2019 10:11:00 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43788298,09/15/2019 12:12:50 AM,09/15/2019 06:11:34 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/15/2019 10:11:48 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43861083,09/22/2019 12:48:25 AM,09/22/2019 03:47:34 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/22/2019 07:47:39 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43866697,09/21/2019 11:49:20 PM,09/22/2019 05:14:24 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/22/2019 09:14:26 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43888586,09/25/2019 10:16:16 AM,09/25/2019 10:21:54 AM,NYPD,New York City Police Department,Urinating in Public,N/A,,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/25/2019 02:21:55 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43895361,09/25/2019 10:13:03 AM,10/12/2019 10:01:43 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,DEAN STREET,,Closed,,,10/09/2019 04:05:02 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43898659,09/25/2019 09:13:02 PM,12/11/2019 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11238,772 DEAN STREET,DEAN STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,12/11/2019 12:00:00 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
43912906,09/28/2019 12:10:12 AM,09/28/2019 09:04:22 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/28/2019 01:04:25 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
